OSEBuildingID,DataYear,NumberofBuildings,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,building_rise,LargestUseType,SecondLargestUseType,ThirdLargestUseType,zip_code,building_age,building_age_bin,area_per_floor,distance(km)
851,2015,1.0,0,114000.0,0.0,0.0,,7011508.0,67.62,(1-4) LR Low Rise,campus,none,none,98144,48.0,40 à 60,19175.0,2.9069359538375728
854,2015,1.0,0,180633.0,50000.0,50000.0,,21142886.0,250.05,(1-4) LR Low Rise,other,shops,shops,98134,20.0,0 à 20,112687.66666666667,3.907942561327139
857,2015,1.0,0,149293.0,7858.0,0.0,86.0,1243807.0,19.98,(1-4) LR Low Rise,unheated,office,none,98106,57.0,40 à 60,152365.0,5.14310181553141
858,2015,1.0,0,320946.0,0.0,0.0,59.0,25533580.0,188.13,(5-9) MR Mid Rise,office,none,none,98122,112.0,> 100,53491.0,2.090606680811221
859,2015,1.0,0,74178.0,0.0,0.0,54.0,5229981.0,124.92,(1-4) LR Low Rise,shops,none,none,98108,64.0,60 à 80,74178.0,7.556259323300631
861,2015,1.0,112980,177748.0,0.0,0.0,69.0,10624295.0,74.07,(5-9) MR Mid Rise,office,none,none,98122,19.0,0 à 20,32430.0,1.486209587100065
864,2015,1.0,0,80360.0,0.0,0.0,94.0,746776.0,19.06,(1-4) LR Low Rise,unheated,none,none,98125,35.0,20 à 40,20090.0,10.560224733765237
866,2015,1.0,0,62975.0,0.0,0.0,91.0,2467851.0,97.97,(1-4) LR Low Rise,school,none,none,98116,72.0,60 à 80,61183.0,5.650826236953391
867,2015,1.0,0,46280.0,0.0,0.0,75.0,9586556.0,238.77,(1-4) LR Low Rise,shops,none,none,98122,26.0,20 à 40,39730.0,0.9896632445653123
868,2015,1.0,0,48103.0,3753.0,0.0,,2014721.0,14.05,(1-4) LR Low Rise,unheated,office,none,98134,14.0,0 à 20,25928.0,2.5816178374506062
1280,2015,1.0,12586,40380.0,13858.0,12900.0,21.0,4751090.0,33.12,(1-4) LR Low Rise,office,parking,other,98134,101.0,> 100,17850.666666666668,3.223808009076541
1281,2015,1.0,48510,65434.0,0.0,0.0,1.0,17924416.0,124.96,(1-4) LR Low Rise,office,none,none,98105,62.0,60 à 80,21811.333333333332,5.3836556587450834
19461,2015,1.0,0,22220.0,0.0,0.0,83.0,797435.0,27.69,(1-4) LR Low Rise,unheated,none,none,98115,65.0,60 à 80,11110.0,7.5981554568247525
19462,2015,1.0,0,50956.0,0.0,0.0,89.0,2198064.0,82.72,(1-4) LR Low Rise,school,none,none,98115,67.0,60 à 80,46732.0,8.719320570389357
19472,2015,1.0,0,23751.0,14024.0,10095.0,,2065156.0,30.45,(1-4) LR Low Rise,office,other,unheated,98108,60.0,40 à 60,44700.0,8.213378880994476
19477,2015,1.0,0,40000.0,0.0,0.0,1.0,1696009.0,11.82,(1-4) LR Low Rise,unheated,none,none,98108,46.0,40 à 60,44100.0,8.28951035364421
19481,2015,1.0,0,27800.0,0.0,0.0,10.0,1310481.0,27.86,(1-4) LR Low Rise,distribution center,none,none,98108,57.0,40 à 60,27800.0,8.32426391012686
19489,2015,1.0,0,46340.0,0.0,0.0,3.0,2438430.0,17.0,(1-4) LR Low Rise,unheated,none,none,98134,21.0,20 à 40,46340.0,6.866519135568205
19491,2015,1.0,0,22800.0,0.0,0.0,,1951448.0,92.78,(1-4) LR Low Rise,other,none,none,98108,28.0,20 à 40,22800.0,8.417436166585956
19501,2015,1.0,0,38460.0,0.0,0.0,74.0,1857387.0,36.42,(1-4) LR Low Rise,office,none,none,98122,112.0,> 100,12820.0,2.135240669045237
19520,2015,1.0,0,21022.0,0.0,0.0,81.0,684155.0,32.87,(1-4) LR Low Rise,unheated,none,none,98103,100.0,80 à 100,10511.0,7.9254200747138395
19537,2015,1.0,0,51489.0,0.0,0.0,94.0,1909346.0,67.97,(1-4) LR Low Rise,school,none,none,98116,68.0,60 à 80,25744.5,6.926794981588555
19559,2015,1.0,0,48001.0,0.0,0.0,37.0,2483320.0,101.23,(1-4) LR Low Rise,distribution center,none,none,98118,55.0,40 à 60,48001.0,12.351333850701296
19565,2015,1.0,0,23620.0,2760.0,0.0,,686055.0,14.12,(1-4) LR Low Rise,unheated,office,none,98118,43.0,40 à 60,26380.0,12.016496294667363
19570,2015,1.0,0,29551.0,9569.0,0.0,8.0,2465266.0,70.16,(1-4) LR Low Rise,unheated,office,none,98118,53.0,40 à 60,37351.0,12.402494754828933
19572,2015,1.0,0,30598.0,0.0,0.0,74.0,338141.0,2.36,(1-4) LR Low Rise,unheated,none,none,98118,41.0,40 à 60,30375.0,12.155776202572909
19576,2015,1.0,0,24280.0,4950.0,0.0,,451738.0,3.15,(1-4) LR Low Rise,unheated,office,none,98118,43.0,40 à 60,30004.0,12.31194720527498
19584,2015,1.0,0,36185.0,3142.0,644.0,,10303305.0,380.17,(1-4) LR Low Rise,other,shops,office,98115,94.0,80 à 100,13323.666666666666,9.476914334191646
19596,2015,1.0,0,33589.0,0.0,0.0,95.0,440658.0,17.79,(1-4) LR Low Rise,unheated,none,none,other,108.0,> 100,16794.5,7.909051102458083
19613,2015,1.0,0,43495.0,0.0,0.0,43.0,3303989.0,23.03,(1-4) LR Low Rise,office,none,none,98107,43.0,40 à 60,14500.0,6.777995577315164
19621,2015,1.0,0,28492.0,0.0,0.0,9.0,2055622.0,41.98,(1-4) LR Low Rise,office,none,none,98107,44.0,40 à 60,14246.0,8.628692855313162
19623,2015,1.0,0,18000.0,1800.0,1000.0,,1357116.0,9.46,(1-4) LR Low Rise,office,office,other,98107,59.0,40 à 60,7441.666666666667,8.533389629618217
19624,2015,1.0,0,22719.0,0.0,0.0,,1834570.0,12.79,(1-4) LR Low Rise,shops,parking,none,98107,45.0,40 à 60,7573.0,8.497526832470173
19654,2015,1.0,22000,66588.0,0.0,0.0,1.0,14329739.0,379.34,(1-4) LR Low Rise,office,none,none,98101,76.0,60 à 80,11294.0,0.23715875980909537
19696,2015,1.0,0,147545.0,0.0,0.0,59.0,7196194.0,186.96,(1-4) LR Low Rise,shops,none,none,98144,105.0,> 100,73772.5,2.6324277876094886
19697,2015,1.0,0,25778.0,200.0,0.0,,1109924.0,7.74,(1-4) LR Low Rise,other,office,none,98115,99.0,80 à 100,10731.0,7.698005981981199
19728,2015,1.0,0,47089.0,0.0,0.0,85.0,2004995.0,72.02,(1-4) LR Low Rise,school,none,none,98103,92.0,80 à 100,23801.0,7.882438495407484
19730,2015,1.0,0,23835.0,0.0,0.0,,1183408.0,54.95,(1-4) LR Low Rise,other,none,none,98103,105.0,> 100,14036.0,7.0131460882771215
19742,2015,1.0,0,31020.0,0.0,0.0,,5767765.0,250.87,(1-4) LR Low Rise,shops,none,none,98121,67.0,60 à 80,15510.0,1.1539622764912318
19743,2015,1.0,0,14400.0,7200.0,0.0,,1943772.0,40.69,(1-4) LR Low Rise,office,residential,none,98121,105.0,> 100,10800.0,1.2352788358647935
19746,2015,1.0,0,23000.0,0.0,0.0,,630040.0,21.12,(1-4) LR Low Rise,other,office,none,98121,76.0,60 à 80,23000.0,1.1983155507846979
19747,2015,1.0,13320,37993.0,3547.0,0.0,51.0,4735249.0,155.38,(5-9) MR Mid Rise,office,shops,none,98121,48.0,40 à 60,9701.0,1.2817007933976583
19750,2015,1.0,0,64630.0,0.0,0.0,91.0,2456132.0,66.29,(1-4) LR Low Rise,office,none,none,98121,80.0,60 à 80,21543.333333333332,1.3122765830979204
19752,2015,1.0,0,20920.0,0.0,0.0,11.0,1136676.0,46.05,(1-4) LR Low Rise,unheated,none,none,98121,74.0,60 à 80,10460.0,1.2569676402428742
19755,2015,1.0,0,20565.0,0.0,0.0,62.0,841841.0,5.87,(1-4) LR Low Rise,office,none,none,98121,97.0,80 à 100,6855.0,1.1675292565393984
19766,2015,1.0,0,22128.0,0.0,0.0,97.0,534039.0,22.18,(1-4) LR Low Rise,unheated,none,none,98116,96.0,80 à 100,11064.0,7.487553439638227
19774,2015,1.0,0,40000.0,0.0,0.0,98.0,767213.0,18.99,(1-4) LR Low Rise,shops,none,none,98133,54.0,40 à 60,48139.0,12.443015217549167
19776,2015,1.0,0,29924.0,0.0,0.0,,1173650.0,15.5,(1-4) LR Low Rise,school,none,none,98133,20.0,0 à 20,29924.0,12.464405995212005
19787,2015,1.0,0,15364.0,6000.0,0.0,84.0,947884.0,41.6,(1-4) LR Low Rise,unheated,school,none,98116,73.0,60 à 80,10682.0,6.809034094654066
19833,2015,1.0,0,28800.0,0.0,0.0,,456397.0,15.43,(1-4) LR Low Rise,campus,none,none,98121,30.0,20 à 40,14461.5,0.14883326354190524
19836,2015,1.0,0,21600.0,0.0,0.0,,315468.0,6.19,(1-4) LR Low Rise,campus,none,none,98121,94.0,80 à 100,7200.0,0.2479689692498055
19847,2015,1.0,0,25562.0,300.0,0.0,13.0,5462958.0,177.74,(1-4) LR Low Rise,shops,other,none,98105,66.0,60 à 80,12931.0,5.992967928259662
19848,2015,1.0,0,47465.0,2500.0,0.0,80.0,3466461.0,29.26,(1-4) LR Low Rise,shops,other,none,98105,19.0,0 à 20,24982.5,5.992967928259662
19853,2015,1.0,0,20028.0,0.0,0.0,95.0,552583.0,19.07,(1-4) LR Low Rise,office,none,none,98104,93.0,80 à 100,10014.0,1.4957781734031208
19855,2015,1.0,0,26195.0,2285.0,0.0,85.0,1118346.0,10.05,(5-9) MR Mid Rise,office,shops,none,98104,122.0,> 100,3374.5714285714284,1.5054047671792834
19856,2015,1.0,0,20183.0,3380.0,0.0,71.0,842923.0,5.88,(1-4) LR Low Rise,office,shops,none,98104,120.0,> 100,7854.333333333333,1.5187681382309517
19857,2015,1.0,0,12000.0,11000.0,3000.0,,1020039.0,19.95,(1-4) LR Low Rise,office,shops,shops,98104,119.0,> 100,9533.333333333334,1.4628671799457027
19858,2015,1.0,12379,15549.0,12379.0,10611.0,50.0,2307938.0,16.09,(1-4) LR Low Rise,shops,parking,office,98104,44.0,40 à 60,13080.0,1.3482012836592705
19860,2015,1.0,0,29040.0,0.0,0.0,24.0,2006626.0,13.99,(5-9) MR Mid Rise,office,none,none,98104,116.0,> 100,5368.0,1.3482012836592705
19861,2015,1.0,0,36019.0,10781.0,0.0,54.0,2087998.0,14.56,(1-4) LR Low Rise,shops,office,none,98104,116.0,> 100,23400.0,1.3482012836592705
19862,2015,1.0,26640,39000.0,26640.0,0.0,31.0,2513155.0,17.68,(1-4) LR Low Rise,office,parking,none,98104,43.0,40 à 60,12450.0,1.3295273629760582
19864,2015,1.0,0,21600.0,7200.0,6200.0,43.0,1358652.0,26.53,(1-4) LR Low Rise,office,other,unheated,98121,114.0,> 100,9600.0,1.099733358478328
19871,2015,1.0,4968,26556.0,4968.0,0.0,44.0,2778865.0,113.25,(1-4) LR Low Rise,office,parking,none,98121,68.0,60 à 80,9528.0,1.1735799205860895
19873,2015,1.0,0,26266.0,0.0,0.0,22.0,1770198.0,37.35,(1-4) LR Low Rise,shops,none,none,98121,91.0,80 à 100,13135.0,1.1135347831926556
19874,2015,1.0,7820,49800.0,7820.0,0.0,50.0,2390284.0,16.66,(1-4) LR Low Rise,office,parking,none,98121,96.0,80 à 100,16600.0,1.0353525700870054
19876,2015,1.0,6080,12960.0,7760.0,6080.0,,553875.0,3.86,(1-4) LR Low Rise,other,shops,parking,98121,68.0,60 à 80,11308.0,0.9484958857667278
19878,2015,1.0,0,57800.0,0.0,0.0,77.0,2668769.0,67.45,(5-9) MR Mid Rise,hotel-like,none,none,98121,32.0,20 à 40,11560.0,0.8595444638330227
19894,2015,1.0,0,31160.0,0.0,0.0,3.0,1691021.0,11.79,(1-4) LR Low Rise,office,none,none,98101,67.0,60 à 80,15945.0,0.3892880918145358
19895,2015,1.0,13660,37000.0,12500.0,0.0,29.0,2454861.0,56.4,(1-4) LR Low Rise,office,parking,none,98101,97.0,80 à 100,15219.0,0.5140695684517439
19896,2015,1.0,0,22381.0,0.0,0.0,,3766069.0,139.38,(1-4) LR Low Rise,shops,none,none,98101,99.0,80 à 100,7460.333333333333,0.46081768344305335
19900,2015,1.0,0,40584.0,7165.0,0.0,,29540052.0,1084.49,(1-4) LR Low Rise,hospital,office,none,98121,96.0,80 à 100,12312.25,1.5533122087432703
19902,2015,1.0,1263,13940.0,10439.0,0.0,,387279.0,12.68,(1-4) LR Low Rise,shops,unheated,none,98121,97.0,80 à 100,23562.0,1.591318151391225
19910,2015,1.0,0,26670.0,0.0,0.0,59.0,1494252.0,13.18,(1-4) LR Low Rise,office,none,none,98121,70.0,60 à 80,6667.5,0.6248631081212161
19917,2015,1.0,0,38939.0,0.0,0.0,,3215953.0,87.14,(1-4) LR Low Rise,other,none,none,98121,100.0,80 à 100,18870.0,0.8212930561453574
19926,2015,1.0,0,14317.0,9435.0,0.0,,1023618.0,27.68,(1-4) LR Low Rise,office,shops,parking,98121,57.0,40 à 60,23752.0,0.6180351588014074
19927,2015,1.0,0,52668.0,0.0,0.0,62.0,2601369.0,68.64,(1-4) LR Low Rise,hotel-like,none,none,98121,55.0,40 à 60,11104.0,0.6046161520248844
19928,2015,1.0,22867,8969.0,8540.0,1600.0,,2187513.0,26.34,(1-4) LR Low Rise,other,parking,other,98121,16.0,0 à 20,5462.5,1.5155303907150424
19967,2015,1.0,0,35805.0,0.0,0.0,100.0,317581.0,4.77,(1-4) LR Low Rise,school,none,none,98109,21.0,20 à 40,35805.0,2.295521265489213
20000,2015,1.0,0,45991.0,0.0,0.0,52.0,1044642.0,32.23,(1-4) LR Low Rise,unheated,none,none,98103,94.0,80 à 100,22995.5,5.608674126345814
20029,2015,1.0,0,21499.0,0.0,0.0,91.0,474359.0,3.31,(1-4) LR Low Rise,residential,none,none,98105,101.0,> 100,7166.333333333333,5.634514474277529
20033,2015,1.0,0,25021.0,0.0,0.0,15.0,1826203.0,14.99,(1-4) LR Low Rise,office,none,none,98105,33.0,20 à 40,10192.0,5.940897880982901
20047,2015,1.0,0,31905.0,4388.0,2679.0,,5528223.0,49.28,(1-4) LR Low Rise,shops,office,other,98105,66.0,60 à 80,19632.5,5.8827259101575935
20048,2015,1.0,0,52784.0,1900.0,0.0,16.0,7008252.0,63.33,(1-4) LR Low Rise,shops,other,none,98105,66.0,60 à 80,27142.0,5.8827259101575935
20050,2015,1.0,0,21909.0,1500.0,0.0,67.0,2520919.0,26.05,(1-4) LR Low Rise,shops,other,none,98105,66.0,60 à 80,23409.0,5.8827259101575935
20052,2015,1.0,0,59396.0,2757.0,1000.0,,4917420.0,44.38,(1-4) LR Low Rise,shops,unheated,other,98105,25.0,20 à 40,63153.0,5.8827259101575935
20066,2015,1.0,0,30910.0,0.0,0.0,91.0,1607578.0,47.2,(1-4) LR Low Rise,hotel-like,none,none,98105,61.0,60 à 80,12050.0,5.901178406141014
20067,2015,1.0,0,19200.0,14400.0,0.0,,4470620.0,94.17,(1-4) LR Low Rise,shops,office,none,98121,99.0,80 à 100,11200.0,0.2642120401318775
20073,2015,1.0,0,25876.0,6480.0,0.0,92.0,1303887.0,40.56,(1-4) LR Low Rise,office,shops,none,98121,95.0,80 à 100,8089.0,0.4976818111862598
20082,2015,1.0,12960,61180.0,0.0,0.0,31.0,3542542.0,103.99,(5-9) MR Mid Rise,hotel-like,none,none,98121,62.0,60 à 80,6888.571428571428,0.4752661344528102
20087,2015,1.0,11250,32569.0,0.0,0.0,60.0,3005926.0,80.29,(5-9) MR Mid Rise,office,parking,none,98101,44.0,40 à 60,6451.2,0.11027938055238148
20130,2015,1.0,0,23931.0,0.0,0.0,91.0,450518.0,16.65,(1-4) LR Low Rise,unheated,none,none,98103,112.0,> 100,11965.5,6.653666746453903
20132,2015,1.0,0,21393.0,0.0,0.0,60.0,813252.0,31.18,(1-4) LR Low Rise,unheated,none,none,98103,74.0,60 à 80,10696.5,6.557361478974555
20141,2015,1.0,0,23146.0,15724.0,8255.0,72.0,1242764.0,35.14,(1-4) LR Low Rise,distribution center,unheated,office,98144,32.0,20 à 40,23780.0,5.738496752407093
20145,2015,1.0,10877,35696.0,15661.0,0.0,100.0,1101695.0,36.37,(5-9) MR Mid Rise,hotel-like,shops,none,98104,16.0,0 à 20,8576.166666666666,1.011987500965149
20160,2015,1.0,0,20960.0,0.0,0.0,,1469870.0,60.43,(1-4) LR Low Rise,residential,none,none,98105,92.0,80 à 100,6986.666666666667,5.534350335223397
20166,2015,1.0,0,28800.0,0.0,0.0,,731315.0,8.73,(1-4) LR Low Rise,campus,none,none,98121,112.0,> 100,9600.0,0.18356783792198555
20167,2015,1.0,0,21600.0,0.0,0.0,83.0,1074937.0,31.63,(1-4) LR Low Rise,school,none,none,98121,65.0,60 à 80,10800.0,0.24589982936209723
20168,2015,1.0,0,22860.0,0.0,0.0,35.0,1019043.0,7.1,(1-4) LR Low Rise,school,none,none,98101,27.0,20 à 40,7620.0,0.15453777492610685
20182,2015,1.0,0,26386.0,0.0,0.0,90.0,790204.0,25.9,(1-4) LR Low Rise,unheated,parking,none,98105,50.0,40 à 60,26366.0,7.08439920310707
20197,2015,1.0,0,21732.0,0.0,0.0,3.0,820705.0,21.73,(1-4) LR Low Rise,unheated,none,none,98118,57.0,40 à 60,10866.0,9.482086767275486
20211,2015,1.0,0,10495.0,10240.0,1890.0,,335382.0,6.19,(1-4) LR Low Rise,unheated,shops,office,98107,77.0,60 à 80,21060.0,7.148790005946874
20212,2015,1.0,0,7387.0,5264.0,3700.0,,1622008.0,37.13,(1-4) LR Low Rise,shops,residential,shops,98107,62.0,60 à 80,5134.75,7.093672797830245
20217,2015,1.0,0,40151.0,0.0,0.0,83.0,1356465.0,36.96,(1-4) LR Low Rise,school,none,none,98115,64.0,60 à 80,38624.0,8.46005853696689
20237,2015,1.0,0,32960.0,0.0,0.0,64.0,889225.0,6.2,(1-4) LR Low Rise,shops,none,none,98105,122.0,> 100,10986.666666666666,5.1623479517677735
20241,2015,1.0,0,25096.0,4540.0,0.0,,632157.0,4.41,(1-4) LR Low Rise,other,residential,none,98105,101.0,> 100,9878.666666666666,5.215417266682877
20242,2015,1.0,0,20571.0,0.0,0.0,69.0,722891.0,5.04,(1-4) LR Low Rise,hotel-like,none,none,98105,92.0,80 à 100,6857.0,5.104304000229796
20266,2015,1.0,0,37800.0,10206.0,0.0,19.0,2873278.0,108.49,(1-4) LR Low Rise,unheated,other,none,98105,96.0,80 à 100,23996.0,5.044618142911882
20273,2015,1.0,7327,22000.0,7000.0,0.0,16.0,2696136.0,87.27,(1-4) LR Low Rise,residential,parking,none,98105,29.0,20 à 40,7081.666666666667,4.809334763461845
20323,2015,1.0,31535,150000.0,25000.0,0.0,93.0,2892428.0,20.16,(10+) HR High Rise,residential,office,none,98104,40.0,20 à 40,5616.0,1.044511251534278
20324,2015,1.0,0,30000.0,0.0,0.0,58.0,978211.0,19.7,(1-4) LR Low Rise,unheated,none,none,98115,22.0,20 à 40,15693.0,8.388405034348898
20325,2015,1.0,0,96154.0,0.0,0.0,51.0,6159684.0,180.44,(1-4) LR Low Rise,school,none,none,98115,33.0,20 à 40,7166.666666666667,8.290329458256203
20369,2015,1.0,0,55000.0,0.0,0.0,83.0,2105451.0,16.18,(1-4) LR Low Rise,office,none,none,98103,10.0,0 à 20,42058.0,3.4972577911963807
20372,2015,1.0,0,96000.0,8000.0,0.0,9.0,8227025.0,316.19,(5-9) MR Mid Rise,hotel-like,shops,none,98121,97.0,80 à 100,11555.555555555555,0.5357812505369529
20376,2015,1.0,0,55206.0,0.0,0.0,81.0,1986624.0,45.08,(1-4) LR Low Rise,school,none,none,98144,51.0,40 à 60,55206.0,5.1885939532127745
20387,2015,1.0,0,16826.0,16826.0,0.0,,1525624.0,29.6,(1-4) LR Low Rise,unheated,office,none,98107,15.0,0 à 20,19392.0,5.224114622856565
20393,2015,1.0,0,21790.0,20000.0,0.0,,1777554.0,23.86,(1-4) LR Low Rise,other,office,none,98134,53.0,40 à 60,20895.0,4.673218314020454
20395,2015,1.0,0,35672.0,2840.0,0.0,82.0,1734533.0,29.73,(5-9) MR Mid Rise,office,other,none,98104,122.0,> 100,7992.0,1.1920956388292712
20396,2015,1.0,0,24000.0,6000.0,0.0,,131810.0,0.92,(5-9) MR Mid Rise,unheated,shops,none,98104,122.0,> 100,6660.0,1.2497288648081732
20397,2015,1.0,0,36240.0,0.0,0.0,97.0,2094525.0,113.41,(10+) HR High Rise,hotel-like,none,none,98101,96.0,80 à 100,3294.5454545454545,0.9804442955855203
20398,2015,1.0,6960,39320.0,0.0,0.0,,2916511.0,135.55,(1-4) LR Low Rise,other,none,none,98101,100.0,80 à 100,10786.666666666666,0.910788468024738
20406,2015,1.0,0,35820.0,0.0,0.0,91.0,3507714.0,138.61,(5-9) MR Mid Rise,hotel-like,none,none,98104,113.0,> 100,5970.0,1.5910404617602385
20415,2015,1.0,0,57896.0,0.0,0.0,89.0,2994822.0,132.28,(1-4) LR Low Rise,school,none,none,98116,100.0,80 à 100,16731.0,6.862853259322817
20419,2015,1.0,0,49744.0,0.0,0.0,99.0,1748132.0,72.5,(1-4) LR Low Rise,school,none,none,98116,57.0,40 à 60,16581.333333333332,6.81969157375031
20425,2015,1.0,0,19407.0,18701.0,0.0,58.0,1423706.0,42.5,(1-4) LR Low Rise,unheated,school,none,98116,99.0,80 à 100,18908.0,6.991032702893469
20427,2015,1.0,0,7758.0,6919.0,1976.0,,1353017.0,32.05,(1-4) LR Low Rise,office,shops,shops,98116,96.0,80 à 100,11657.5,7.15591008805026
20428,2015,1.0,0,6900.0,6900.0,4323.0,,4119958.0,181.35,(1-4) LR Low Rise,unheated,shops,other,98116,92.0,80 à 100,10350.0,7.224135021636043
20433,2015,1.0,13124,26241.0,13124.0,2574.0,,3314418.0,95.14,(1-4) LR Low Rise,other,parking,shops,98116,74.0,60 à 80,28397.0,6.929725621484531
20435,2015,1.0,0,25762.0,0.0,0.0,100.0,2347893.0,16.37,(1-4) LR Low Rise,shops,none,none,98126,76.0,60 à 80,12881.0,6.925452139872581
20439,2015,1.0,0,50000.0,0.0,0.0,,6376820.0,214.65,(1-4) LR Low Rise,other,other,none,98126,38.0,20 à 40,33334.0,6.843386434336207
20440,2015,1.0,0,45000.0,0.0,0.0,62.0,2616127.0,32.48,(1-4) LR Low Rise,office,none,none,98126,41.0,40 à 60,14462.333333333334,6.876848911615386
20470,2015,1.0,0,19271.0,19249.0,1945.0,,235541.0,1.64,(1-4) LR Low Rise,shops,shops,other,98125,43.0,40 à 60,39350.0,12.065182631822461
20474,2015,1.0,0,11000.0,7500.0,0.0,,3537977.0,137.83,(1-4) LR Low Rise,other,shops,none,98125,73.0,60 à 80,22405.0,11.960739242852725
20494,2015,1.0,0,32590.0,0.0,0.0,,1618695.0,73.34,(1-4) LR Low Rise,other,none,none,98125,9.0,0 à 20,32590.0,12.711142877649038
20500,2015,1.0,0,61419.0,0.0,0.0,30.0,1866182.0,13.61,(1-4) LR Low Rise,unheated,none,none,98108,37.0,20 à 40,37500.0,7.142123465504031
20503,2015,1.0,0,39000.0,0.0,0.0,26.0,2658826.0,33.43,(1-4) LR Low Rise,office,none,none,98122,32.0,20 à 40,19500.0,2.7486622315473563
20506,2015,1.0,0,14000.0,8180.0,0.0,,5063753.0,146.35,(1-4) LR Low Rise,shops,shops,none,98116,98.0,80 à 100,22180.0,7.363852030930547
20515,2015,1.0,0,51704.0,0.0,0.0,68.0,1633499.0,35.72,(1-4) LR Low Rise,school,none,none,98144,51.0,40 à 60,51704.0,3.7103500915690564
20519,2015,1.0,0,19277.0,4051.0,2592.0,,1241432.0,16.27,(1-4) LR Low Rise,distribution center,distribution center,office,98144,53.0,40 à 60,25920.0,4.02451657546265
20520,2015,1.0,0,25480.0,0.0,0.0,,735178.0,5.13,(1-4) LR Low Rise,distribution center,none,none,98144,69.0,60 à 80,25480.0,4.018244688871937
20522,2015,1.0,0,31000.0,0.0,0.0,,4038090.0,29.24,(1-4) LR Low Rise,unheated,none,none,98144,52.0,40 à 60,15500.0,4.104649542942453
20523,2015,1.0,0,17384.0,12208.0,0.0,28.0,1785906.0,21.12,(1-4) LR Low Rise,office,unheated,none,98144,61.0,60 à 80,29740.0,4.073023497382663
20525,2015,1.0,0,20736.0,1250.0,1250.0,,437619.0,12.71,(1-4) LR Low Rise,distribution center,office,shops,98144,68.0,60 à 80,23236.0,4.006822301673661
20526,2015,1.0,0,29035.0,6213.0,2825.0,,1921890.0,19.0,(1-4) LR Low Rise,office,school,shops,98144,13.0,0 à 20,12691.666666666666,4.042988826384822
20531,2015,1.0,0,35500.0,0.0,0.0,81.0,2201852.0,66.79,(1-4) LR Low Rise,office,none,none,98144,52.0,40 à 60,19585.0,4.228505456457195
20532,2015,1.0,0,66597.0,0.0,0.0,,1271021.0,8.86,(1-4) LR Low Rise,other,none,none,98144,45.0,40 à 60,36070.0,4.365200929545226
20541,2015,1.0,0,20047.0,0.0,0.0,,109014.0,0.76,(1-4) LR Low Rise,other,none,none,98144,59.0,40 à 60,10023.5,5.990568296723358
20552,2015,1.0,0,20000.0,0.0,0.0,63.0,662658.0,4.62,(1-4) LR Low Rise,shops,none,none,98134,108.0,> 100,20000.0,4.6657555575722265
20556,2015,1.0,0,32700.0,0.0,0.0,83.0,151376.0,1.06,(1-4) LR Low Rise,unheated,none,none,98134,67.0,60 à 80,16200.0,4.707611875587248
20565,2015,1.0,0,25883.0,0.0,0.0,38.0,9074520.0,252.6,(1-4) LR Low Rise,shops,parking,none,98109,60.0,40 à 60,25159.0,2.9267141382145345
20573,2015,1.0,0,14317.0,7701.0,3045.0,,2219190.0,75.67,(1-4) LR Low Rise,other,other,school,98119,74.0,60 à 80,27247.0,2.88826813271002
20604,2015,1.0,0,33987.0,0.0,0.0,8.0,456259.0,3.18,(1-4) LR Low Rise,distribution center,none,none,98134,67.0,60 à 80,26680.0,5.707834842158947
20605,2015,1.0,0,31521.0,0.0,0.0,8.0,1712925.0,61.54,(1-4) LR Low Rise,unheated,none,none,98106,69.0,60 à 80,31521.0,5.921745615839375
20613,2015,1.0,0,20400.0,3600.0,0.0,,742565.0,24.51,(1-4) LR Low Rise,unheated,office,none,98134,71.0,60 à 80,24000.0,5.133259322583876
20614,2015,1.0,0,21900.0,0.0,0.0,,945063.0,45.98,(1-4) LR Low Rise,unheated,none,none,98134,70.0,60 à 80,21900.0,5.717205060541306
20617,2015,1.0,0,25000.0,15000.0,0.0,30.0,866622.0,29.97,(1-4) LR Low Rise,shops,unheated,none,98134,69.0,60 à 80,39900.0,5.647974890811508
20618,2015,1.0,0,21560.0,10974.0,5471.0,,737480.0,9.86,(1-4) LR Low Rise,unheated,unheated,office,98134,61.0,60 à 80,38005.0,5.241148712222091
20620,2015,1.0,0,35579.0,0.0,0.0,60.0,1025659.0,35.0,(1-4) LR Low Rise,distribution center,none,none,98134,24.0,20 à 40,35579.0,5.364230183748433
20626,2015,1.0,0,49950.0,0.0,0.0,98.0,231964.0,1.62,(1-4) LR Low Rise,distribution center,none,none,98134,47.0,40 à 60,49950.0,4.721564715186626
20645,2015,1.0,0,62078.0,0.0,0.0,97.0,1888389.0,48.6,(1-4) LR Low Rise,school,none,none,other,21.0,20 à 40,20692.666666666668,2.632681900859482
20659,2015,1.0,0,22612.0,0.0,0.0,90.0,672915.0,28.6,(1-4) LR Low Rise,unheated,none,none,other,75.0,60 à 80,11306.0,5.799459543776512
20685,2015,1.0,0,38787.0,0.0,0.0,,3098277.0,60.52,(1-4) LR Low Rise,unheated,parking,none,98125,46.0,40 à 60,19393.5,12.610029375438385
